ID;Classe;Subclasse/Elemento;Nome;Status;Efeito;Flavor;Variavel;Custo_Ouro;Arquivos_Referenciados;Decisao
"assassin_frenesi_sangue";"Assassino";"Base (Furtividade)";"Frenesi de Sangue";"IMPLEMENTADO";"Eliminar um monstro concede +10% de velocidade de ataque por 3s (acumula ate 5x).";"O cheiro de sangue quente acelera os pulsos das adagas a cada monstro eliminado.";"synth_assassin_frenesi_sangue";"85";"scripts\scr_combat\scr_combat.gml";""
"assassin_execucao_fria";"Assassino";"Base (Furtividade)";"Execucao Fria";"IMPLEMENTADO";"Inimigos com menos de 25% de vida sofrem o dobro de dano de cortes normais.";"Frieza impiedosa para decepar monstros feridos antes que possam revidar.";"synth_assassin_execucao_fria";"85";"scripts\scr_combat\scr_combat.gml";""
"assassin_emboscada_perfeita";"Assassino";"Base (Furtividade)";"Emboscada Perfeita";"IMPLEMENTADO";"Golpear a partir da Invisibilidade (X) atordoa o alvo por 1.5 segundos.";"O golpe desferido a partir do vacuo sombrio atordoa a mente do agressor surpreso.";"synth_assassin_emboscada_perfeita";"95";"scripts\scr_combat\scr_combat.gml";""
"assassin_presteza_sombria";"Assassino";"Base (Furtividade)";"Presteza Sombria";"IMPLEMENTADO";"O tempo de recarga da habilidade de Invisibilidade e reduzido em 1.5 segundos.";"Afinidade com as sombras reduzindo o intervalo entre momentos de ocultamento.";"synth_assassin_presteza_sombria";"105";"objects\obj_player\Step_0.gml";""
"assassin_espect_corte_fluido";"Assassino";"Espectral (Ãgua/NÃ©voa)";"Corte Fluido";"IMPLEMENTADO";"Atacar permite deslizar livremente atraves do modelo de colisao dos inimigos.";"O corpo desliza como agua escorrendo por entre as garras e armas dos monstros.";"synth_assassin_espect_corte_fluido";"85";"objects\obj_player\Step_0.gml";""
"assassin_espect_gota_hemofagica";"Assassino";"Espectral (Ãgua/NÃ©voa)";"Gota Hemofagica";"IMPLEMENTADO";"Cortes criticos drenam a vitalidade do alvo, curando 4 de HP por golpe.";"As adagas condensam a forca vital da vitima recompondo o folego do assassino.";"synth_assassin_espect_gota_hemofagica";"105";"scripts\scr_combat\scr_combat.gml";""
"assassin_espect_nevoa_ilusoria";"Assassino";"Espectral (Ãgua/NÃ©voa)";"Nevoa Ilusoria";"IMPLEMENTADO";"Ao sofrer dano, dissipa em nevoa momentanea anulando o golpe (recarga: 20s).";"Dissolucao repentina em gotas de agua ao sofrer um golpe iminente, anulando o impacto.";"synth_assassin_espect_nevoa_ilusoria";"95";"scripts\scr_combat\scr_combat.gml";""
"assassin_espect_adaga_criogenica";"Assassino";"Espectral (Ãgua/NÃ©voa)";"Adaga Criogenica";"IMPLEMENTADO";"O 3o golpe de adaga esfria o sangue do alvo aplicando 40% de lentidao.";"O fio gelido das laminas esfria a circulacao sanguinea da vitima a cada corte.";"synth_assassin_espect_adaga_criogenica";"115";"scripts\scr_combat\scr_combat.gml";""
"assassin_espect_afogamento_sombrio";"Assassino";"Espectral (Ãgua/NÃ©voa)";"Afogamento Sombrio";"IMPLEMENTADO";"Ataques furtivos silenciam e desarmam a vitima momentaneamente com bolha d'agua.";"Uma esfera aquosa de vacuo sela a boca do monstro impedindo conjuracoes e gritos.";"synth_assassin_espect_afogamento_sombrio";"200";"scripts\scr_combat\scr_combat.gml";""
"assassin_espect_passo_mares";"Assassino";"Espectral (Ãgua/NÃ©voa)";"Passo das Mares";"IMPLEMENTADO";"A Dissipacao em Nevoa (X) dura +1.5s e concede +40% de velocidade de deslocamento.";"A forma eterea de nevoa perdura por mais tempo conferindo aceleracao aquatica pura.";"synth_assassin_espect_passo_mares";"115";"objects\obj_player\Step_0.gml";""
"assassin_espect_estocada_gelo_fino";"Assassino";"Espectral (Ãgua/NÃ©voa)";"Estocada de Gelo Fino";"IMPLEMENTADO";"Golpear inimigos pelas costas enquanto lentos congela o alvo imediatamente por 1.5s.";"Golpear as costas de alvos desestabilizados pelo frio congela suas vertebras instantaneamente.";"synth_assassin_espect_estocada_gelo_fino";"135";"scripts\scr_combat\scr_combat.gml";""
"assassin_espect_mare_ceifa";"Assassino";"Espectral (Ãgua/NÃ©voa)";"Mare da Ceifa";"IMPLEMENTADO";"Desfere uma sequencia de 8 cortes circulares rapidos fatiando tudo ao redor.";"Turbilhao giratorio de oito cortes consecutivos com laminas de agua afiada em 360.";"synth_assassin_espect_mare_ceifa";"145";"scripts\scr_combat\scr_combat.gml";""
"assassin_vulcan_corte_incandescente";"Assassino";"Vulcan (Fogo/ExplosÃ£o)";"Corte Incandescente";"IMPLEMENTADO";"Adagas em chamas incendeiam alvos causando queimadura continua por 3s.";"Laminas em brasa viva que cauterizam feridas abertas com chamas continuas.";"synth_assassin_vulcan_corte_incandescente";"95";"scripts\scr_combat\scr_combat.gml";""
"assassin_vulcan_estalo_polvora";"Assassino";"Vulcan (Fogo/ExplosÃ£o)";"Estalo de Polvora";"IMPLEMENTADO";"O 3o ataque consecutivo no mesmo alvo detona uma explosao de 25 de dano.";"Estopim quimico na ponta do metal detonando uma explosao apos tres golpes no mesmo ponto.";"synth_assassin_vulcan_estalo_polvora";"105";"scripts\scr_combat\scr_combat.gml";""
"assassin_vulcan_passo_explosivo";"Assassino";"Vulcan (Fogo/ExplosÃ£o)";"Passo Explosivo";"IMPLEMENTADO";"A Bomba de Cinzas (X) causa 35 de dano de fogo e arremessa fagulhas em cone.";"A bomba sufocante cospe estilhacos incandescentes em cone cegando agressores.";"synth_assassin_vulcan_passo_explosivo";"115";"objects\obj_player\Step_0.gml";""
"assassin_vulcan_marca_enxofre";"Assassino";"Vulcan (Fogo/ExplosÃ£o)";"Marca do Enxofre";"IMPLEMENTADO";"Inimigos queimados pelo assassino causam 30% a menos de dano contra ele.";"A fumaca sulfurosa enfraquece a musculatura e o impacto dos golpes das feras.";"synth_assassin_vulcan_marca_enxofre";"200";"scripts\scr_combat\scr_combat.gml";""
"assassin_vulcan_combustao_fatal";"Assassino";"Vulcan (Fogo/ExplosÃ£o)";"Combustao Fatal";"IMPLEMENTADO";"Abater inimigos com ataques furtivos os faz explodir incendiando quem estiver perto.";"Abates pelas costas provocam detonacoes em cadeia incendiando toda a horda vizinha.";"synth_assassin_vulcan_combustao_fatal";"135";"scripts\scr_combat\scr_combat.gml";""
"assassin_vulcan_lamina_magma";"Assassino";"Vulcan (Fogo/ExplosÃ£o)";"Lamina de Magma";"IMPLEMENTADO";"100% do dano das adagas se torna Dano Magico de Fogo ignorando defesas fisicas.";"O calor de lava funde as couracas transformando o dano cortante em dano igneo puro.";"synth_assassin_vulcan_lamina_magma";"200";"scripts\scr_combat\scr_combat.gml";""
"assassin_vulcan_adrenalina_torrida";"Assassino";"Vulcan (Fogo/ExplosÃ£o)";"Adrenalina Torrida";"IMPLEMENTADO";"Cada inimigo em chamas na sala concede +4% de velocidade de movimento ao heroi.";"A masmorra em chamas inflama o espirito do assassino com velocidade vertiginosa.";"synth_assassin_vulcan_adrenalina_torrida";"115";"objects\obj_player\Step_0.gml";""
"assassin_vulcan_supernova_sombria";"Assassino";"Vulcan (Fogo/ExplosÃ£o)";"Supernova Sombria";"IMPLEMENTADO";"Consome todas as queimaduras ativas na sala em dano explosivo imediato.";"Detonacao simultanea de todas as queimaduras da sala em uma sinfonia ensurdecedora.";"synth_assassin_vulcan_supernova_sombria";"155";"objects\obj_player\Step_0.gml";""
"assassin_tufao_lamina_vacuo";"Assassino";"TufÃ£o (Vento/Velocidade)";"Lamina de Vacuo";"IMPLEMENTADO";"Cortes com adagas estendem ondas cortantes que dobram o alcance dos ataques basicos.";"O talho veloz projeta lÃ¢minas de ar que dobram o alcance dos ataques corpo a corpo.";"synth_assassin_tufao_lamina_vacuo";"105";"scripts\scr_combat\scr_combat.gml";""
"assassin_tufao_celeridade_fantasma";"Assassino";"TufÃ£o (Vento/Velocidade)";"Celeridade Fantasma";"IMPLEMENTADO";"+35% de velocidade de ataque base permanente com as adagas duplas.";"Bracos que se transformam em borroes de vento em uma sequencia de fatiamento vertiginosa.";"synth_assassin_tufao_celeridade_fantasma";"95";"objects\obj_player\Step_0.gml";""
"assassin_tufao_passo_sombras";"Assassino";"TufÃ£o (Vento/Velocidade)";"Passo das Sombras";"IMPLEMENTADO";"O Shadowstep (X) recarrega instantaneamente se o golpe das sombras abater o alvo.";"Execucoes furtivas reciclam o impulso eolico para novo teletransporte imediato.";"synth_assassin_tufao_passo_sombras";"115";"scripts\scr_combat\scr_combat.gml";""
"assassin_tufao_esquiva_espectral";"Assassino";"TufÃ£o (Vento/Velocidade)";"Esquiva Espectral";"IMPLEMENTADO";"Esquivar com sucesso reposiciona o assassino instantaneamente nas costas do agressor.";"O golpe inimigo corta apenas o vento enquanto o heroi reaparece atras da vitima.";"synth_assassin_tufao_esquiva_espectral";"105";"scripts\scr_combat\scr_combat.gml";""
"assassin_tufao_tornado_adagas";"Assassino";"TufÃ£o (Vento/Velocidade)";"Tornado de Adagas";"IMPLEMENTADO";"Toda sequencia de 6 ataques lancao um vendaval cortante empurrando alvos a frente.";"Seis golpes velozes criam uma ventania que arremessa inimigos e lhes corta a carne.";"synth_assassin_tufao_tornado_adagas";"135";"scripts\scr_combat\scr_combat.gml";""
"assassin_tufao_reflexos_celere";"Assassino";"TufÃ£o (Vento/Velocidade)";"Reflexos Celere";"IMPLEMENTADO";"Projeteis proximos podem ser destruidos ao serem atingidos por golpes de adaga.";"Afiacao de esgrima para partir flechas e feiticos no ar com o corte das facas.";"synth_assassin_tufao_reflexos_celere";"200";"scripts\scr_combat\scr_combat.gml";""
"assassin_tufao_pressao_eolica";"Assassino";"TufÃ£o (Vento/Velocidade)";"Pressao Eolica";"IMPLEMENTADO";"Inimigos atingidos por cortes de vento sofrem 30% de reducao de precisao.";"Ar comprimido nos olhos das feras reduzindo drasticamente sua capacidade de acerto.";"synth_assassin_tufao_pressao_eolica";"135";"scripts\scr_combat\scr_combat.gml";""
"assassin_tufao_mil_cortes_invisiveis";"Assassino";"TufÃ£o (Vento/Velocidade)";"Mil Cortes Invisiveis";"IMPLEMENTADO";"Teletransporta entre todos os inimigos da sala fatiando cada um 3 vezes em 0.5s.";"Teletransporte instantaneo entre todos os alvos fatiando cada um em cortes fulminantes.";"synth_assassin_tufao_mil_cortes_invisiveis";"145";"scripts\scr_combat\scr_combat.gml";""
"assassin_obsid_corte_obsidiana";"Assassino";"Obsidiana (Terra/Veneno)";"Corte de Obsidiana";"IMPLEMENTADO";"Ataques basicos ignoram completamente a armadura fisica de elites e chefes.";"Laminas negras de vidro vulcanico que estilhacam as armaduras de chefes e elites.";"synth_assassin_obsid_corte_obsidiana";"105";"scripts\scr_combat\scr_combat.gml";""
"assassin_obsid_veneno_petrificante";"Assassino";"Obsidiana (Terra/Veneno)";"Veneno Petrificante";"IMPLEMENTADO";"Inimigos envenenados acumulam toxina ate ficarem petrificados por 2s.";"Toxinas minerais densas que endurecem os tecidos ate petrificar a carne em pedra pura.";"synth_assassin_obsid_veneno_petrificante";"115";"objects\obj_enemy_parent\Step_0.gml";""
"assassin_obsid_pele_petrea";"Assassino";"Obsidiana (Terra/Veneno)";"Pele Petrea";"IMPLEMENTADO";"+8 de Defesa Fisica permanente; o assassino ganha grande resistencia a dano.";"Placas de ardosia sob o couro negro garantindo solidez em combate corpo a corpo.";"synth_assassin_obsid_pele_petrea";"200";"scripts\scr_combat\scr_combat.gml";""
"assassin_obsid_armadura_sismica";"Assassino";"Obsidiana (Terra/Veneno)";"Armadura Sismica";"IMPLEMENTADO";"A Carapaca de Obsidiana (X) reflete 50% do dano corpo a corpo de volta ao agressor.";"A Carapaca de Obsidiana devolve a forca dos impactos fisicos em estilhacos cortantes.";"synth_assassin_obsid_armadura_sismica";"200";"scripts\scr_combat\scr_combat.gml";""
"assassin_obsid_fratura_ossea";"Assassino";"Obsidiana (Terra/Veneno)";"Fratura Ossea";"IMPLEMENTADO";"Criticos nas costas reduzem o poder de ataque do inimigo em 25% por 4s.";"Impactos contundentes nas juntas que quebram ossos e diminuem a forca das feras.";"synth_assassin_obsid_fratura_ossea";"135";"scripts\scr_combat\scr_combat.gml";""
"assassin_obsid_mercurio_liquido";"Assassino";"Obsidiana (Terra/Veneno)";"Mercurio Liquido";"IMPLEMENTADO";"Venenos duram o dobro do tempo e causam 20% de lentidao constante.";"Metais pesados liquefeitos aplicados nas feridas que prolongam a agonia e desaceleram.";"synth_assassin_obsid_mercurio_liquido";"200";"scripts\scr_combat\scr_combat.gml";""
"assassin_obsid_mina_basalto";"Assassino";"Obsidiana (Terra/Veneno)";"Mina de Basalto";"IMPLEMENTADO";"Sair da invisibilidade deixa para tras um cristal pontiagudo que perfura quem pisar.";"Sair da invisibilidade crava uma mina espinhosa que perfura quem pisar no local.";"synth_assassin_obsid_mina_basalto";"135";"objects\obj_player\Step_0.gml";""
"assassin_obsid_golpe_tectonico";"Assassino";"Obsidiana (Terra/Veneno)";"Golpe Tectonico";"IMPLEMENTADO";"Crava adagas no solo gerando um terremoto curto que esmaga monstros ao redor.";"Ambas as adagas cravadas no chao abrindo fendas que engolem monstros adjacentes.";"synth_assassin_obsid_golpe_tectonico";"145";"scripts\scr_combat\scr_combat.gml";""
"assassin_lendario_danca_vapor_letal";"Assassino";"HÃ­brido (Multi-elemental)";"Danca do Vapor Letal";"IMPLEMENTADO";"Queimar alvos envenenados gera vapor fervente corrosivo derretendo defesas na sala.";"Queimar alvos envenenados desprende gas fervente que dissolve armaduras no salao.";"synth_assassin_vapor_letal";"170";"scripts\scr_combat\scr_combat.gml";""
"assassin_lendario_tempestade_cristal";"Assassino";"HÃ­brido (Multi-elemental)";"Tempestade de Cristal";"IMPLEMENTADO";"Golpes de vento quebram pedras de obsidiana espalhando estilhacos mortais em 360.";"O choque do vento despedaca rochas de obsidiana em agulhas mortais em 360.";"synth_assassin_tempestade_cristal";"170";"scripts\scr_combat\scr_combat.gml";""
"assassin_lendario_gelo_venenoso";"Assassino";"HÃ­brido (Multi-elemental)";"Gelo Venenoso";"IMPLEMENTADO";"Monstros congelados sofrem dano de veneno 3x mais rapido sem descongelar.";"Cristais verdes gelados onde toxinas agem em triplo sem despertar a vitima do gelo.";"synth_assassin_gelo_venenoso";"180";"objects\obj_enemy_parent\Step_0.gml";""
"assassin_lendario_lamina_plasma_igneo";"Assassino";"HÃ­brido (Multi-elemental)";"Lamina de Plasma Igneo";"IMPLEMENTADO";"Criticos eletricos inflamam e aceleram a taxa de ataque em +50% por 3s.";"Relampagos dourados inflamam as adagas desatando uma tempestade de fatiamento continuo.";"synth_assassin_plasma_igneo";"180";"scripts\scr_combat\scr_combat.gml";""
"assassin_lendario_sombra_suprema";"Assassino";"LendÃ¡rio (Supremo)";"Sombra Suprema";"IMPLEMENTADO";"Invisibilidade dobra velocidade de corrida e garante 3 acertos criticos seguidos.";"Imersao absoluta na escuridao duplicando velocidade e garantindo tres mortes limpas.";"synth_assassin_sombra_suprema";"195";"scripts\scr_combat\scr_combat.gml";""
"assassin_lendario_ceifador_cosmico";"Assassino";"LendÃ¡rio (Supremo)";"Ceifador Cosmico";"IMPLEMENTADO";"Abater qualquer monstro restaura 10% de HP maximo e concede 1s de intangibilidade pura.";"O exterminio perfeito concede uma fracao de segundo de intangibilidade estelar e cura.";"synth_assassin_ceifador_cosmico";"210";"scripts\scr_combat\scr_combat.gml";""
"assassin_lendario_lamina_guilhotina";"Assassino";"LendÃ¡rio (Supremo)";"Lamina da Guilhotina";"IMPLEMENTADO";"Se o alvo tiver menos de 15% de HP, o golpe nas costas elimina instantaneamente.";"Golpe sumario na nuca que decapita presas severamente feridas sem piedade.";"synth_assassin_lamina_guilhotina";"200";"scripts\scr_combat\scr_combat.gml";""
"assassin_lendario_eco_assassinos";"Assassino";"LendÃ¡rio (Supremo)";"Eco dos Assassinos";"IMPLEMENTADO";"Cada golpe critico conjura uma sombra clone que repete o mesmo golpe instantaneamente.";"Uma sombra espectral gemea replica cada corte critico desferido pelo mestre.";"synth_assassin_eco_assassinos";"220";"scripts\scr_combat\scr_combat.gml";""
"general_vigor";"Geral";"Geral (BaÃºs da Dungeon)";"Vigor";"IMPLEMENTADO";"+1 de Regeneracao de Vida por segundo por rank.";"Vitalidade organica que eleva a velocidade natural de recuperacao do corpo.";"synth_hp_reg";"0";"objects\obj_hud\Draw_64.gml; objects\obj_player\Step_0.gml; objects\obj_player\Create_0.gml";""
"general_fortuna";"Geral";"Geral (BaÃºs da Dungeon)";"Fortuna";"IMPLEMENTADO";"+15% de Ouro recebido adicional por rank.";"Afinidade com riquezas que multiplica o ouro encontrado na jornada.";"synth_gold_bonus";"0";"objects\obj_player\Create_0.gml";""
"general_reflexos";"Geral";"Geral (BaÃºs da Dungeon)";"Reflexos";"IMPLEMENTADO";"+2.5% de Chance de Esquiva total por rank.";"Instinto apurado permitindo esquivar de ataques repentinos.";"synth_dodge";"0";"objects\obj_hud\Draw_64.gml; scripts\scr_combat\scr_combat.gml; objects\obj_player\Create_0.gml";""
"general_folego_extra";"Geral";"Geral (BaÃºs da Dungeon)";"Folego Extra";"IMPLEMENTADO";"+1 Carga de Segundo Folego (ressuscita imediatamente ao cair).";"Ao beirar a derrota, o heroi ganha uma sobrevida emergencial com vida restaurada.";"synth_second_wind";"0";"scripts\scr_combat\scr_combat.gml; objects\obj_player\Create_0.gml";""
"general_impeto";"Geral";"Geral (BaÃºs da Dungeon)";"Impeto";"IMPLEMENTADO";"+3% de Reducao de Tempo de Recarga (CDR) por rank.";"Ritmo marcial intenso que resfria habilidades e especiais mais depressa.";"synth_cdr";"0";"objects\obj_hud\Draw_64.gml; objects\obj_player\Create_0.gml; scripts\scr_progression\scr_progression.gml";""
"general_presteza";"Geral";"Geral (BaÃºs da Dungeon)";"Presteza";"IMPLEMENTADO";"+8% de Velocidade de Ataque por rank.";"Manuseio mais veloz de qualquer arma empunhada.";"synth_atk_spd_bonus";"0";"objects\obj_player\Step_0.gml; objects\obj_player\Create_0.gml; scripts\scr_progression\scr_progression.gml";""
"general_precisao";"Geral";"Geral (BaÃºs da Dungeon)";"Precisao";"IMPLEMENTADO";"+3% de Chance de Golpe Critico por rank (limite de 40%).";"Olhar clinico para encontrar falhas na postura inimiga e acertar pontos vitais.";"synth_crit_chance";"0";"objects\obj_hud\Draw_64.gml; scripts\scr_combat\scr_combat.gml; objects\obj_player\Create_0.gml";""
"general_essencia";"Geral";"Geral (BaÃºs da Dungeon)";"Essencia Arcana";"IMPLEMENTADO";"+3 de Poder Magico por rank.";"Canalizacao pura de forca arcana primordial ampliando magias.";"synth_pwr_magica";"0";"objects\obj_player\Create_0.gml; scripts\scr_progression\scr_progression.gml";""
"general_aura";"Geral";"Geral (BaÃºs da Dungeon)";"Aura Protetora";"IMPLEMENTADO";"+3 de Defesa Magica por rank.";"Campo protetor etereo contra feiticos e elementos hostis.";"synth_def_magica";"0";"scripts\scr_combat\scr_combat.gml; objects\obj_player\Create_0.gml";""
"general_forca";"Geral";"Geral (BaÃºs da Dungeon)";"Forca Bruta";"IMPLEMENTADO";"+3 de Poder Fisico por rank.";"Aumento de musculatura e peso do impacto em combate direto.";"synth_pwr_fisica";"0";"objects\obj_hud\Draw_64.gml; objects\obj_player\Create_0.gml; scripts\scr_progression\scr_progression.gml";""
